DATE,TIME,MQ136,MQ137,TEMP,HUMI,,Start Time = 8:54,Total Time = 27h 15',
22/07/2025,1:17:56,678,612,34,91.5,7/22/2025,16.40,,
22/07/2025,1:17:45,712,634,34,91.4,7/22/2025,16.40,,
22/07/2025,1:17:34,676,601,34,91.4,7/22/2025,16.39,,
22/07/2025,1:17:23,695,638,34,91.4,7/22/2025,16.39,,
22/07/2025,1:17:13,729,659,34,91.6,7/22/2025,16.39,,
22/07/2025,1:17:01,762,689,34,91.7,7/22/2025,16.38,,
22/07/2025,1:16:51,770,702,34,91.6,7/22/2025,16.38,,
22/07/2025,1:16:39,751,702,34,91.6,7/22/2025,16.38,,
22/07/2025,1:16:23,742,721,33.9,91.6,7/22/2025,16.37,,
22/07/2025,1:16:10,612,556,33.9,91.6,7/22/2025,16.37,,
22/07/2025,1:15:57,602,534,33.9,91.6,7/22/2025,16.37,,
22/07/2025,1:15:43,619,553,33.9,91.5,7/22/2025,16.36,,
22/07/2025,1:15:30,615,554,33.9,91.5,7/22/2025,16.36,,
22/07/2025,1:15:19,620,561,33.9,91.5,7/22/2025,16.36,,
22/07/2025,1:15:07,614,548,33.9,91.5,7/22/2025,16.35,,
22/07/2025,1:14:56,615,551,33.9,91.5,7/22/2025,16.35,,
22/07/2025,1:14:45,620,569,33.9,91.5,7/22/2025,16.35,,
22/07/2025,1:14:35,626,567,34,91.5,7/22/2025,16.34,,
22/07/2025,1:14:24,599,548,33.9,91.4,7/22/2025,16.34,,
22/07/2025,1:14:13,607,550,33.9,91.4,7/22/2025,16.34,,
22/07/2025,1:14:01,589,550,33.9,91.3,7/22/2025,16.33,,
22/07/2025,1:13:50,603,553,33.9,91.2,7/22/2025,16.33,,
22/07/2025,1:13:40,573,533,33.9,91.2,7/22/2025,16.33,,
22/07/2025,1:13:29,609,565,33.9,91.1,7/22/2025,16.32,,
22/07/2025,1:13:18,602,556,33.9,91.1,7/22/2025,16.32,,
22/07/2025,1:13:07,614,548,34,91,7/22/2025,16.32,,
22/07/2025,1:12:55,610,559,33.9,91,7/22/2025,16.32,,
22/07/2025,1:12:45,610,552,33.9,91,7/22/2025,16.31,,
22/07/2025,1:12:34,602,545,34,91.1,7/22/2025,16.31,,
22/07/2025,1:12:23,598,539,34,91.1,7/22/2025,16.31,,
22/07/2025,1:12:12,603,552,34,91,7/22/2025,16.30,,
22/07/2025,1:12:00,606,560,33.9,91,7/22/2025,16.30,,
22/07/2025,1:11:51,606,550,34,91.1,7/22/2025,16.30,,
22/07/2025,1:11:35,613,571,34,91.1,7/22/2025,16.29,,
22/07/2025,1:11:22,613,581,34,91,7/22/2025,16.29,,
22/07/2025,1:11:09,615,560,34,91.1,7/22/2025,16.29,,
22/07/2025,1:10:56,613,574,34,91,7/22/2025,16.28,,
22/07/2025,1:10:42,627,571,34,91,7/22/2025,16.28,,
22/07/2025,1:10:30,623,569,34,91,7/22/2025,16.27,,
22/07/2025,1:10:17,631,582,34,91,7/22/2025,16.27,,
22/07/2025,1:10:04,635,579,34,91,7/22/2025,16.27,,
22/07/2025,1:09:50,632,579,34,91,7/22/2025,16.26,,
22/07/2025,1:09:36,641,581,34,91,7/22/2025,16.26,,
22/07/2025,1:09:23,645,562,34,91.1,7/22/2025,16.26,,
22/07/2025,1:09:10,630,581,34,91,7/22/2025,16.25,,
22/07/2025,1:08:57,628,575,34,91,7/22/2025,16.25,,
22/07/2025,1:08:44,605,559,34,91,7/22/2025,16.25,,
22/07/2025,1:08:29,605,563,34,91.1,7/22/2025,16.24,,
22/07/2025,1:08:16,603,570,34,91.1,7/22/2025,16.24,,
22/07/2025,1:08:03,597,547,34,91.2,7/22/2025,16.23,,
22/07/2025,1:07:49,601,549,34,91.3,7/22/2025,16.23,,
22/07/2025,1:07:38,604,549,34,91.4,7/22/2025,16.23,,
22/07/2025,1:07:26,604,539,34,91.4,7/22/2025,16.22,,
22/07/2025,1:07:15,608,539,34,91.4,7/22/2025,16.22,,
22/07/2025,1:07:03,614,561,34,91.4,7/22/2025,16.22,,
22/07/2025,1:06:50,624,565,34,91.4,7/22/2025,16.21,,
22/07/2025,1:06:38,613,553,34,91.4,7/22/2025,16.21,,
22/07/2025,1:06:27,604,553,34,91.3,7/22/2025,16.21,,
22/07/2025,1:06:16,607,546,34,91.3,7/22/2025,16.20,,
22/07/2025,1:06:05,612,542,34,91.4,7/22/2025,16.20,,
22/07/2025,1:05:54,610,548,34,91.3,7/22/2025,16.20,,
22/07/2025,1:05:42,609,544,34,91.3,7/22/2025,16.19,,
22/07/2025,1:05:30,610,543,34,91.3,7/22/2025,16.19,,
22/07/2025,1:05:18,612,562,34,91.3,7/22/2025,16.19,,
22/07/2025,1:05:07,617,546,34,91.3,7/22/2025,16.19,,
22/07/2025,1:04:56,617,558,34,91.3,7/22/2025,16.18,,
22/07/2025,1:04:46,618,557,34,91.3,7/22/2025,16.18,,
22/07/2025,1:04:34,612,555,34,91.3,7/22/2025,16.18,,
22/07/2025,1:04:23,605,560,34,91.2,7/22/2025,16.17,,
22/07/2025,1:04:12,608,549,34,91.2,7/22/2025,16.17,,
22/07/2025,1:04:01,613,565,34,91.1,7/22/2025,16.17,,
22/07/2025,1:03:50,610,570,34,91.1,7/22/2025,16.16,,
22/07/2025,1:03:39,606,562,34,91.1,7/22/2025,16.16,,
22/07/2025,1:03:28,612,555,34,91.1,7/22/2025,16.16,,
22/07/2025,1:03:17,611,553,34,91.2,7/22/2025,16.15,,
22/07/2025,1:03:03,616,562,34,91.1,7/22/2025,16.15,,
22/07/2025,1:02:50,626,572,34,91.1,7/22/2025,16.15,,
22/07/2025,1:02:37,623,566,34,91,7/22/2025,16.14,,
22/07/2025,1:02:24,630,563,34,91,7/22/2025,16.14,,
22/07/2025,1:02:10,623,564,34,91,7/22/2025,16.14,,
22/07/2025,1:01:57,644,585,34,91,7/22/2025,16.13,,
22/07/2025,1:01:44,653,602,34,91,7/22/2025,16.13,,
22/07/2025,1:01:31,659,606,34,91,7/22/2025,16.13,,
22/07/2025,1:01:16,649,596,34,91.2,7/22/2025,16.12,,
22/07/2025,1:01:05,660,610,34,91.2,7/22/2025,16.12,,
22/07/2025,1:00:54,669,623,34,91.2,7/22/2025,16.11,,
22/07/2025,1:00:43,688,616,34,91.2,7/22/2025,16.11,,
22/07/2025,1:00:33,687,594,34,91.2,7/22/2025,16.11,,
22/07/2025,1:00:22,675,576,34,91.1,7/22/2025,16.11,,
22/07/2025,1:00:11,629,547,34,91.1,7/22/2025,16.10,,
22/07/2025,1:00:00,611,544,34,91,7/22/2025,16.10,,
22/07/2025,0:59:49,601,551,34,91,7/22/2025,16.10,,
22/07/2025,0:59:39,595,538,34,90.9,7/22/2025,16.09,,
22/07/2025,0:59:29,600,554,34,90.9,7/22/2025,16.09,,
22/07/2025,0:59:17,615,559,34,91,7/22/2025,16.09,,
22/07/2025,0:59:06,616,559,34,91,7/22/2025,16.08,,
22/07/2025,0:58:56,615,555,34,91.1,7/22/2025,16.08,,
22/07/2025,0:58:44,616,564,34,91,7/22/2025,16.08,,
22/07/2025,0:58:34,597,535,34,90.9,7/22/2025,16.08,,
22/07/2025,0:58:24,615,562,34,91,7/22/2025,16.07,,
22/07/2025,0:58:13,607,552,34,91.1,7/22/2025,16.07,,
22/07/2025,0:58:03,600,543,34,91.2,7/22/2025,16.07,,
22/07/2025,0:57:53,619,559,34,91.2,7/22/2025,16.06,,
22/07/2025,0:57:43,622,558,34,91.2,7/22/2025,16.06,,
22/07/2025,0:57:32,633,560,34,91.1,7/22/2025,16.06,,
22/07/2025,0:57:22,617,566,34,91.1,7/22/2025,16.06,,
22/07/2025,0:57:12,619,568,34,91.1,7/22/2025,16.05,,
22/07/2025,0:57:01,618,567,34,91.1,7/22/2025,16.05,,
22/07/2025,0:56:51,618,559,34,91.1,7/22/2025,16.05,,
22/07/2025,0:56:40,632,579,34,91.1,7/22/2025,16.04,,
22/07/2025,0:56:30,634,588,34,91.2,7/22/2025,16.04,,
22/07/2025,0:56:19,627,577,34,91.3,7/22/2025,16.04,,
22/07/2025,0:56:08,639,578,34,91.4,7/22/2025,16.04,,
22/07/2025,0:55:58,641,575,34,91.4,7/22/2025,16.03,,
22/07/2025,0:55:44,641,590,34,91.4,7/22/2025,16.03,,
22/07/2025,0:55:32,634,579,34,91.3,7/22/2025,16.03,,
22/07/2025,0:55:21,639,577,34,91.3,7/22/2025,16.02,,
22/07/2025,0:55:10,648,579,34,91.3,7/22/2025,16.02,,
22/07/2025,0:55:00,651,588,34,91.3,7/22/2025,16.02,,
22/07/2025,0:54:49,656,597,34,91.3,7/22/2025,16.01,,
22/07/2025,0:54:38,650,585,34,91.2,7/22/2025,16.01,,
22/07/2025,0:54:27,631,583,34,91.1,7/22/2025,16.01,,
22/07/2025,0:54:15,639,590,34,91.1,7/22/2025,16.00,,
22/07/2025,0:54:04,628,603,34,91.1,7/22/2025,16.00,,Có dấu hiệu hỏng
22/07/2025,0:53:53,620,568,34,91.1,7/22/2025,16.00,,
22/07/2025,0:53:42,624,573,34,91,7/22/2025,16.00,,
22/07/2025,0:53:31,627,581,34,91.1,7/22/2025,15.99,,
22/07/2025,0:53:19,627,581,34,91.1,7/22/2025,15.99,,
22/07/2025,0:53:09,632,590,34,91.2,7/22/2025,15.99,,
22/07/2025,0:52:58,624,582,34,91.2,7/22/2025,15.98,,
22/07/2025,0:52:47,636,571,34,91.3,7/22/2025,15.98,,
22/07/2025,0:52:36,641,583,34,91.2,7/22/2025,15.98,,
22/07/2025,0:52:26,642,590,34,91.2,7/22/2025,15.97,,
22/07/2025,0:52:15,647,598,34,91.1,7/22/2025,15.97,,
22/07/2025,0:52:04,653,595,34,91.1,7/22/2025,15.97,,
22/07/2025,0:51:51,662,607,34,91.2,7/22/2025,15.96,,
22/07/2025,0:51:41,681,617,34,91.3,7/22/2025,15.96,,
22/07/2025,0:51:30,689,623,34,91.4,7/22/2025,15.96,,
22/07/2025,0:51:18,705,635,34,91.4,7/22/2025,15.95,,
22/07/2025,0:51:07,719,647,34,91.4,7/22/2025,15.95,,
22/07/2025,0:50:56,756,663,34,91.4,7/22/2025,15.95,,
22/07/2025,0:50:46,694,618,34,91.4,7/22/2025,15.95,,
22/07/2025,0:50:35,666,602,34,91.5,7/22/2025,15.94,,
22/07/2025,0:50:24,671,603,34,91.5,7/22/2025,15.94,,
22/07/2025,0:50:12,686,612,34,91.5,7/22/2025,15.94,,
22/07/2025,0:50:01,688,618,34,91.4,7/22/2025,15.93,,
22/07/2025,0:49:51,683,622,34,91.5,7/22/2025,15.93,,
22/07/2025,0:49:40,686,622,34,91.4,7/22/2025,15.93,,
22/07/2025,0:49:28,698,628,34,91.4,7/22/2025,15.92,,
22/07/2025,0:49:15,709,653,34,91.5,7/22/2025,15.92,,
22/07/2025,0:49:03,712,660,34,91.4,7/22/2025,15.92,,
22/07/2025,0:48:50,729,659,34,91.5,7/22/2025,15.91,,
22/07/2025,0:48:37,746,684,34,91.4,7/22/2025,15.91,,
22/07/2025,0:48:24,750,681,34,91.3,7/22/2025,15.91,,
22/07/2025,0:48:10,760,702,34,91.3,7/22/2025,15.90,,
22/07/2025,0:47:57,773,731,34,91.3,7/22/2025,15.90,,
22/07/2025,0:47:43,772,739,34,91.3,7/22/2025,15.90,,
22/07/2025,0:47:30,783,770,34,91.3,7/22/2025,15.89,,
22/07/2025,0:47:19,660,589,34,91.3,7/22/2025,15.89,,
22/07/2025,0:47:06,654,585,34,91.3,7/22/2025,15.88,,
22/07/2025,0:46:53,655,578,34,91.2,7/22/2025,15.88,,
22/07/2025,0:46:40,617,582,34,91.2,7/22/2025,15.88,,
22/07/2025,0:46:27,614,561,34,91.1,7/22/2025,15.87,,
22/07/2025,0:46:14,615,568,34,91.1,7/22/2025,15.87,,
22/07/2025,0:46:04,617,566,34,91.1,7/22/2025,15.87,,
22/07/2025,0:45:53,608,567,34,91.1,7/22/2025,15.86,,
22/07/2025,0:45:42,619,566,34,91.1,7/22/2025,15.86,,
22/07/2025,0:45:31,617,567,34,91.1,7/22/2025,15.86,,
22/07/2025,0:45:20,621,577,34,91,7/22/2025,15.86,,
22/07/2025,0:45:09,624,567,34,91,7/22/2025,15.85,,
22/07/2025,0:44:57,625,565,34,91.1,7/22/2025,15.85,,
22/07/2025,0:44:46,631,570,34,91.1,7/22/2025,15.85,,
22/07/2025,0:44:35,629,563,34,91.1,7/22/2025,15.84,,
22/07/2025,0:44:24,627,574,34,91.1,7/22/2025,15.84,,
22/07/2025,0:44:13,635,577,34,91.1,7/22/2025,15.84,,
22/07/2025,0:44:01,636,582,34,91.1,7/22/2025,15.83,,
22/07/2025,0:43:50,639,573,34,91.1,7/22/2025,15.83,,
22/07/2025,0:43:40,633,582,34,91.1,7/22/2025,15.83,,
22/07/2025,0:43:27,645,575,34,91.2,7/22/2025,15.82,,
22/07/2025,0:43:17,627,574,34,91.1,7/22/2025,15.82,,
22/07/2025,0:43:06,625,578,34,91.1,7/22/2025,15.82,,
22/07/2025,0:42:56,622,578,34,91.1,7/22/2025,15.82,,
22/07/2025,0:42:46,623,582,34,91.1,7/22/2025,15.81,,
22/07/2025,0:42:35,623,586,34,91.1,7/22/2025,15.81,,
22/07/2025,0:42:24,610,562,34,91.1,7/22/2025,15.81,,
22/07/2025,0:42:14,617,560,34,91.1,7/22/2025,15.80,,
22/07/2025,0:42:03,619,567,34.1,91.1,7/22/2025,15.80,,
22/07/2025,0:41:53,631,571,34,91.1,7/22/2025,15.80,,
22/07/2025,0:41:43,627,570,34,91.1,7/22/2025,15.80,,
22/07/2025,0:41:32,628,567,34,91.1,7/22/2025,15.79,,
22/07/2025,0:41:21,629,570,34,91.1,7/22/2025,15.79,,
22/07/2025,0:41:10,630,577,34,91.1,7/22/2025,15.79,,
22/07/2025,0:40:59,634,583,34.1,91.1,7/22/2025,15.78,,
22/07/2025,0:40:49,645,584,34,91.1,7/22/2025,15.78,,
22/07/2025,0:40:39,642,581,34.1,91.1,7/22/2025,15.78,,
22/07/2025,0:40:28,652,592,34.1,91.1,7/22/2025,15.77,,
22/07/2025,0:40:17,645,579,34.1,91.1,7/22/2025,15.77,,
22/07/2025,0:40:06,639,587,34.1,91.1,7/22/2025,15.77,,
22/07/2025,0:39:56,646,583,34.1,91.1,7/22/2025,15.77,,
22/07/2025,0:39:44,644,589,34.1,91.1,7/22/2025,15.76,,
22/07/2025,0:39:34,649,574,34.1,91,7/22/2025,15.76,,
22/07/2025,0:39:23,645,578,34.1,91.1,7/22/2025,15.76,,
22/07/2025,0:39:13,638,592,34.1,91.1,7/22/2025,15.75,,
22/07/2025,0:39:00,647,595,34.1,91.1,7/22/2025,15.75,,
22/07/2025,0:38:49,657,598,34.1,91.1,7/22/2025,15.75,,
22/07/2025,0:38:38,653,598,34.1,91.1,7/22/2025,15.74,,
22/07/2025,0:38:27,651,612,34.1,91.1,7/22/2025,15.74,,
22/07/2025,0:38:17,664,611,34.1,91.1,7/22/2025,15.74,,
22/07/2025,0:38:05,662,623,34.1,91.1,7/22/2025,15.73,,
22/07/2025,0:37:54,657,628,34.1,91.1,7/22/2025,15.73,,
22/07/2025,0:37:42,654,604,34.1,91.1,7/22/2025,15.73,,
22/07/2025,0:37:30,656,596,34.1,91.1,7/22/2025,15.72,,
22/07/2025,0:37:18,666,615,34.1,91.2,7/22/2025,15.72,,
22/07/2025,0:37:03,665,590,34.1,91.3,7/22/2025,15.72,,
22/07/2025,0:36:50,637,585,34.1,91.3,7/22/2025,15.71,,
22/07/2025,0:36:39,636,567,34.1,91.3,7/22/2025,15.71,,
22/07/2025,0:36:26,640,581,34.1,91.3,7/22/2025,15.71,,
22/07/2025,0:36:13,633,565,34.1,91.3,7/22/2025,15.70,,
22/07/2025,0:35:59,631,563,34.1,91.3,7/22/2025,15.70,,
22/07/2025,0:35:46,617,553,34.1,91.3,7/22/2025,15.70,,
22/07/2025,0:35:33,623,555,34.1,91.3,7/22/2025,15.69,,
22/07/2025,0:35:22,619,564,34.1,91.3,7/22/2025,15.69,,
22/07/2025,0:35:09,626,547,34.1,91.3,7/22/2025,15.69,,
22/07/2025,0:34:57,632,551,34.1,91.3,7/22/2025,15.68,,
22/07/2025,0:34:44,627,562,34.1,91.3,7/22/2025,15.68,,
22/07/2025,0:34:31,624,552,34.1,91.3,7/22/2025,15.68,,
22/07/2025,0:34:18,628,566,34.1,91.3,7/22/2025,15.67,,
22/07/2025,0:34:05,629,566,34.1,91.2,7/22/2025,15.67,,
22/07/2025,0:33:52,632,559,34.1,91.2,7/22/2025,15.66,,
22/07/2025,0:33:39,626,565,34.1,91.2,7/22/2025,15.66,,
22/07/2025,0:33:26,627,558,34.1,91.3,7/22/2025,15.66,,
22/07/2025,0:33:12,637,569,34.1,91.2,7/22/2025,15.65,,
22/07/2025,0:33:01,629,566,34.1,91.3,7/22/2025,15.65,,
22/07/2025,0:32:51,623,568,34.1,91.3,7/22/2025,15.65,,
22/07/2025,0:32:41,637,564,34.1,91.3,7/22/2025,15.64,,
22/07/2025,0:32:30,640,578,34.1,91.2,7/22/2025,15.64,,
22/07/2025,0:32:19,632,569,34.1,91.2,7/22/2025,15.64,,
22/07/2025,0:32:09,639,584,34.1,91.2,7/22/2025,15.64,,
22/07/2025,0:31:58,642,582,34.1,91.3,7/22/2025,15.63,,
22/07/2025,0:31:46,646,579,34.1,91.2,7/22/2025,15.63,,
22/07/2025,0:31:36,632,576,34.1,91.2,7/22/2025,15.63,,
22/07/2025,0:31:25,638,572,34.1,91.2,7/22/2025,15.62,,
22/07/2025,0:31:15,637,582,34.2,91.1,7/22/2025,15.62,,
22/07/2025,0:31:02,641,576,34.2,91.2,7/22/2025,15.62,,
22/07/2025,0:30:51,643,582,34.1,91.1,7/22/2025,15.61,,
22/07/2025,0:30:41,639,573,34.1,91.1,7/22/2025,15.61,,
22/07/2025,0:30:30,641,582,34.1,91.1,7/22/2025,15.61,,
22/07/2025,0:30:19,644,587,34.1,91.1,7/22/2025,15.61,,
22/07/2025,0:30:08,649,588,34.2,91.2,7/22/2025,15.60,,
22/07/2025,0:29:56,651,594,34.1,91.2,7/22/2025,15.60,,
22/07/2025,0:29:45,659,610,34.1,91.2,7/22/2025,15.60,,
22/07/2025,0:29:34,664,603,34.1,91.2,7/22/2025,15.59,,
22/07/2025,0:29:23,659,595,34.1,91.2,7/22/2025,15.59,,
22/07/2025,0:29:12,667,595,34.1,91.1,7/22/2025,15.59,,
22/07/2025,0:29:00,664,613,34.2,91.2,7/22/2025,15.58,,
22/07/2025,0:28:49,647,593,34.2,91.2,7/22/2025,15.58,,
22/07/2025,0:28:38,649,601,34.1,91.2,7/22/2025,15.58,,
22/07/2025,0:28:27,652,584,34.2,91.2,7/22/2025,15.57,,
22/07/2025,0:28:16,665,590,34.2,91.2,7/22/2025,15.57,,
22/07/2025,0:28:06,650,582,34.2,91.2,7/22/2025,15.57,,
22/07/2025,0:27:55,642,566,34.2,91.2,7/22/2025,15.57,,
22/07/2025,0:27:44,631,572,34.1,91.2,7/22/2025,15.56,,
22/07/2025,0:27:31,622,565,34.2,91.2,7/22/2025,15.56,,
22/07/2025,0:27:21,632,564,34.1,91.2,7/22/2025,15.56,,
22/07/2025,0:27:10,636,564,34.1,91.2,7/22/2025,15.55,,
22/07/2025,0:26:59,632,571,34.2,91.2,7/22/2025,15.55,,
22/07/2025,0:26:48,632,565,34.2,91.2,7/22/2025,15.55,,
22/07/2025,0:26:38,628,561,34.1,91.1,7/22/2025,15.54,,
22/07/2025,0:26:28,629,560,34.1,91.1,7/22/2025,15.54,,
22/07/2025,0:26:13,619,559,34.1,91.1,7/22/2025,15.54,,
22/07/2025,0:25:58,630,576,34.1,91.2,7/22/2025,15.53,,
22/07/2025,0:25:45,629,562,34.1,91.1,7/22/2025,15.53,,
22/07/2025,0:25:32,631,568,34.1,91.1,7/22/2025,15.53,,
22/07/2025,0:25:18,636,578,34.1,91.1,7/22/2025,15.52,,
22/07/2025,0:25:05,638,568,34.1,91,7/22/2025,15.52,,
22/07/2025,0:24:51,633,576,34.1,91.1,7/22/2025,15.51,,
22/07/2025,0:24:37,639,586,34.1,91,7/22/2025,15.51,,
22/07/2025,0:24:24,641,586,34.1,91,7/22/2025,15.51,,
22/07/2025,0:24:13,642,596,34.2,91.1,7/22/2025,15.50,,
22/07/2025,0:24:03,622,576,34.1,91.1,7/22/2025,15.50,,
22/07/2025,0:23:52,636,580,34.1,91.1,7/22/2025,15.50,,
22/07/2025,0:23:41,626,592,34.1,91.1,7/22/2025,15.49,,
22/07/2025,0:23:30,633,577,34.1,91.1,7/22/2025,15.49,,
22/07/2025,0:23:19,620,562,34.1,91,7/22/2025,15.49,,
22/07/2025,0:23:08,634,564,34.1,91.1,7/22/2025,15.49,,
22/07/2025,0:22:58,633,567,34.1,91.1,7/22/2025,15.48,,
22/07/2025,0:22:47,636,574,34.1,91.1,7/22/2025,15.48,,
22/07/2025,0:22:37,635,575,34.1,91.1,7/22/2025,15.48,,
22/07/2025,0:22:26,639,583,34.1,91.1,7/22/2025,15.47,,
22/07/2025,0:22:15,649,594,34.1,91.1,7/22/2025,15.47,,
22/07/2025,0:22:05,654,588,34.1,91.1,7/22/2025,15.47,,
22/07/2025,0:21:54,646,578,34.1,91.1,7/22/2025,15.46,,
22/07/2025,0:21:43,647,592,34.1,91.2,7/22/2025,15.46,,
22/07/2025,0:21:32,655,603,34.1,91.2,7/22/2025,15.46,,
22/07/2025,0:21:22,658,599,34.1,91.1,7/22/2025,15.46,,
22/07/2025,0:21:10,671,604,34.1,91.1,7/22/2025,15.45,,
22/07/2025,0:20:59,660,606,34.1,91.1,7/22/2025,15.45,,
22/07/2025,0:20:48,669,618,34.1,91.1,7/22/2025,15.45,,
22/07/2025,0:20:37,674,626,34.1,91.1,7/22/2025,15.44,,
22/07/2025,0:20:26,679,615,34.1,91.1,7/22/2025,15.44,,
22/07/2025,0:20:15,687,620,34.1,91.1,7/22/2025,15.44,,
22/07/2025,0:20:05,692,619,34.1,91.1,7/22/2025,15.43,,
22/07/2025,0:19:54,691,627,34.1,91.2,7/22/2025,15.43,,
22/07/2025,0:19:43,706,640,34.1,91.2,7/22/2025,15.43,,
22/07/2025,0:19:32,712,639,34.1,91.2,7/22/2025,15.43,,
22/07/2025,0:19:21,707,641,34.1,91.3,7/22/2025,15.42,,
22/07/2025,0:19:10,692,657,34.1,91.3,7/22/2025,15.42,,
22/07/2025,0:18:59,685,649,34.1,91.2,7/22/2025,15.42,,
22/07/2025,0:18:46,678,609,34.1,91.3,7/22/2025,15.41,,
22/07/2025,0:18:33,683,604,34.1,91.3,7/22/2025,15.41,,
22/07/2025,0:18:21,677,609,34.1,91.2,7/22/2025,15.41,,
22/07/2025,0:18:08,681,624,34.1,91.2,7/22/2025,15.40,,
22/07/2025,0:17:57,688,622,34.1,91.2,7/22/2025,15.40,,
22/07/2025,0:17:45,691,625,34.1,91.3,7/22/2025,15.40,,
22/07/2025,0:17:32,713,645,34.1,91.4,7/22/2025,15.39,,
22/07/2025,0:17:19,720,641,34.1,91.4,7/22/2025,15.39,,
22/07/2025,0:17:06,722,643,34.1,91.4,7/22/2025,15.38,,
22/07/2025,0:16:53,734,653,34.1,91.4,7/22/2025,15.38,,
22/07/2025,0:16:40,749,677,34.1,91.4,7/22/2025,15.38,,
22/07/2025,0:16:27,750,686,34.1,91.4,7/22/2025,15.37,,
22/07/2025,0:16:13,776,700,34.1,91.4,7/22/2025,15.37,,
22/07/2025,0:16:00,784,713,34.1,91.4,7/22/2025,15.37,,
22/07/2025,0:15:48,777,713,34.1,91.4,7/22/2025,15.36,,
22/07/2025,0:15:37,806,749,34,91.4,7/22/2025,15.36,,
22/07/2025,0:15:26,817,761,34.1,91.4,7/22/2025,15.36,,
22/07/2025,0:15:15,832,780,34,91.4,7/22/2025,15.35,,
22/07/2025,0:15:04,842,780,34,91.4,7/22/2025,15.35,,
22/07/2025,0:14:53,862,782,34,91.4,7/22/2025,15.35,,
22/07/2025,0:14:42,848,796,34,91.4,7/22/2025,15.34,,
22/07/2025,0:14:32,855,816,34,91.3,7/22/2025,15.34,,
22/07/2025,0:14:21,835,830,34,91.3,7/22/2025,15.34,,
22/07/2025,0:14:10,689,632,34,91.2,7/22/2025,15.34,,
22/07/2025,0:13:59,690,645,34,91.2,7/22/2025,15.33,,
22/07/2025,0:13:48,715,670,34,91.1,7/22/2025,15.33,,
22/07/2025,0:13:36,725,672,34,91.1,7/22/2025,15.33,,
22/07/2025,0:13:21,739,664,34,91.1,7/22/2025,15.32,,
22/07/2025,0:13:08,673,597,34,91,7/22/2025,15.32,,
22/07/2025,0:12:54,646,593,34,91,7/22/2025,15.31,,
22/07/2025,0:12:40,645,581,34,90.9,7/22/2025,15.31,,
22/07/2025,0:12:27,645,582,34,90.8,7/22/2025,15.31,,
22/07/2025,0:12:14,644,590,34,90.9,7/22/2025,15.30,,
22/07/2025,0:12:01,631,563,34,90.9,7/22/2025,15.30,,
22/07/2025,0:11:48,639,576,34,90.9,7/22/2025,15.30,,
22/07/2025,0:11:37,632,574,34,90.9,7/22/2025,15.29,,
22/07/2025,0:11:25,635,576,34,90.9,7/22/2025,15.29,,
22/07/2025,0:11:12,641,591,34,90.9,7/22/2025,15.29,,
22/07/2025,0:10:59,650,595,34.1,91.1,7/22/2025,15.28,,
22/07/2025,0:10:46,635,595,34.1,91.1,7/22/2025,15.28,,
22/07/2025,0:10:33,650,600,34.1,91.2,7/22/2025,15.28,,
22/07/2025,0:10:20,640,589,34,91.2,7/22/2025,15.27,,
22/07/2025,0:10:07,646,588,34,91.3,7/22/2025,15.27,,
22/07/2025,0:09:55,657,603,34.1,91.2,7/22/2025,15.27,,
22/07/2025,0:09:41,638,580,34,91.2,7/22/2025,15.26,,
22/07/2025,0:09:30,643,584,34,91.2,7/22/2025,15.26,,
22/07/2025,0:09:16,647,586,34,91.2,7/22/2025,15.25,,
22/07/2025,0:09:03,652,593,34.1,91.2,7/22/2025,15.25,,
22/07/2025,0:08:49,652,599,34,91.1,7/22/2025,15.25,,
22/07/2025,0:08:36,651,598,34,91.2,7/22/2025,15.24,,
22/07/2025,0:08:23,653,606,34,91.2,7/22/2025,15.24,,
22/07/2025,0:08:12,652,633,34,91.1,7/22/2025,15.24,,
22/07/2025,0:08:01,643,612,34,91.1,7/22/2025,15.23,,
22/07/2025,0:07:50,646,603,34,91.1,7/22/2025,15.23,,
22/07/2025,0:07:40,639,594,34,91.1,7/22/2025,15.23,,
22/07/2025,0:07:30,631,589,34,91.1,7/22/2025,15.23,,
22/07/2025,0:07:19,640,590,34,91.1,7/22/2025,15.22,,
22/07/2025,0:07:09,636,599,34,91.1,7/22/2025,15.22,,
22/07/2025,0:06:56,640,592,34,91,7/22/2025,15.22,,
22/07/2025,0:06:46,637,575,34,91,7/22/2025,15.21,,
22/07/2025,0:06:34,644,580,34,91,7/22/2025,15.21,,
22/07/2025,0:06:24,624,573,34,91,7/22/2025,15.21,,
22/07/2025,0:06:10,633,583,34,91,7/22/2025,15.20,,
22/07/2025,0:05:57,639,577,34,91,7/22/2025,15.20,,
22/07/2025,0:05:44,628,586,34,91,7/22/2025,15.20,,
22/07/2025,0:05:31,630,587,34,90.9,7/22/2025,15.19,,
22/07/2025,0:05:17,637,584,34,90.8,7/22/2025,15.19,,
22/07/2025,0:05:07,638,586,34,90.6,7/22/2025,15.19,,
22/07/2025,0:04:54,632,578,34,90.6,7/22/2025,15.18,,
22/07/2025,0:04:41,629,594,34,90.6,7/22/2025,15.18,,
22/07/2025,0:04:29,641,586,34,90.7,7/22/2025,15.17,,
22/07/2025,0:04:15,641,578,34,90.8,7/22/2025,15.17,,
